CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Location 1,Total Incidents
06/16/2016,11:25:00,6J,5000 E MONUMENT ST,LARCENY,O,,333,EASTERN,Orangeville,"(39.3000700000, -76.5553400000)",1
06/16/2016,11:30:00,5A,0 W 20TH ST,BURGLARY,I,,141,NORTHERN,Charles North,"(39.3121800000, -76.6170300000)",1
06/16/2016,11:40:00,4A,300 N HIGH ST,AGG. ASSAULT,O,FIREARM,211,SOUTHEASTERN,Jonestown,"(39.2932900000, -76.6063400000)",1
06/16/2016,11:40:00,4E,1000 DARTMOUTH RD,COMMON ASSAULT,I,HANDS,522,NORTHERN,Evesham Park,"(39.3663100000, -76.6006300000)",1
06/16/2016,12:00:00,4E,1700 ABBOTSTON ST,COMMON ASSAULT,I,HANDS,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3215500000, -76.5923800000)",1
06/16/2016,12:00:00,7A,4200 AYRDALE AVE,AUTO THEFT,O,,642,NORTHWESTERN,Dolfield,"(39.3361400000, -76.6790100000)",1
06/16/2016,12:00:00,5A,3800 COPLEY RD,BURGLARY,I,,643,NORTHWESTERN,Ashburton,"(39.3327300000, -76.6742700000)",1
06/16/2016,12:15:00,5A,2300 RIGGS AVE,BURGLARY,I,,723,WESTERN,Bridgeview/Greenlawn,"(39.3006400000, -76.6542800000)",1
06/16/2016,12:20:00,4E,5500 Bowleys Ln,COMMON ASSAULT,I,HANDS,443,NORTHEASTERN,Frankford,"(39.3189200000, -76.5516200000)",1
06/16/2016,12:30:00,4E,1400 ORLEANS ST,COMMON ASSAULT,O,HANDS,321,EASTERN,Dunbar-Broadway,"(39.2951300000, -76.5986100000)",1
06/16/2016,12:30:00,5B,4200 PARKSIDE DR,BURGLARY,I,,442,NORTHEASTERN,Belair-Edison,"(39.3273300000, -76.5653700000)",1
06/16/2016,12:30:00,3P,1400 ORLEANS ST,ROBBERY - STREET,I,,321,EASTERN,Dunbar-Broadway,"(39.2951300000, -76.5986100000)",1
06/16/2016,12:30:00,4F,500 N HILTON ST,ASSAULT BY THREAT,I,,843,SOUTHWESTERN,Lower Edmondson Village,"(39.2929800000, -76.6727000000)",1
06/16/2016,13:05:00,4C,1400 LIMIT AVE,AGG. ASSAULT,I,OTHER,414,NORTHEASTERN,Idlewood,"(39.3712200000, -76.5844900000)",1
06/16/2016,13:30:00,4E,500 ALLENDALE ST,COMMON ASSAULT,O,HANDS,843,SOUTHWESTERN,Allendale,"(39.2928400000, -76.6783500000)",1
06/16/2016,13:33:00,5A,2100 N CHARLES ST,BURGLARY,I,,514,NORTHERN,Charles North,"(39.3134700000, -76.6167400000)",1
06/16/2016,14:00:00,4E,5700 CEDONIA AVE,COMMON ASSAULT,I,HANDS,444,NORTHEASTERN,Frankford,"(39.3386200000, -76.5324000000)",1
06/16/2016,14:00:00,6E,1200 KITMORE RD,LARCENY,O,,413,NORTHEASTERN,New Northwood,"(39.3503400000, -76.5973000000)",1
06/16/2016,14:30:00,4C,2300 E FAYETTE ST,AGG. ASSAULT,O,OTHER,221,SOUTHEASTERN,Patterson Place,"(39.2943300000, -76.5847700000)",1
06/16/2016,14:40:00,4C,900 S CATON AVE,AGG. ASSAULT,I,OTHER,832,SOUTHWESTERN,Violetville,"(39.2735500000, -76.6713700000)",1
06/16/2016,15:00:00,6D,100 N LAKEWOOD AVE,LARCENY FROM AUTO,O,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2938900000, -76.5791000000)",1
06/16/2016,15:00:00,6J,100 E LOMBARD ST,LARCENY,O,,111,CENTRAL,Downtown,"(39.2877800000, -76.6135500000)",1
06/16/2016,15:20:00,4E,4200 BONNER RD,COMMON ASSAULT,I,HANDS,641,NORTHWESTERN,West Forest Park,"(39.3217200000, -76.6874400000)",1
06/16/2016,16:00:00,6D,2400 AISQUITH ST,LARCENY FROM AUTO,O,,342,EASTERN,East Baltimore Midway,"(39.3166400000, -76.5988800000)",1
06/16/2016,16:22:00,6C,2400 FREDERICK AVE,LARCENY,O,,841,SOUTHWESTERN,Millhill,"(39.2834300000, -76.6558100000)",1
06/16/2016,16:25:00,6D,800 N HOWARD ST,LARCENY FROM AUTO,O,,142,CENTRAL,Mount Vernon,"(39.2994500000, -76.6200300000)",1
06/16/2016,16:30:00,6E,2700 VIRGINIA AVE,LARCENY,O,,532,NORTHERN,Cylburn,"(39.3451000000, -76.6623300000)",1
06/16/2016,17:00:00,4E,3500 ERDMAN AVE,COMMON ASSAULT,I,HANDS,432,NORTHEASTERN,Belair-Edison,"(39.3183400000, -76.5701700000)",1
06/16/2016,17:00:00,6C,1000 W 41ST ST,LARCENY,I,,541,NORTHERN,Hoes Heights,"(39.3375600000, -76.6347400000)",1
06/16/2016,17:00:00,6E,5700 PULASKI HWY,LARCENY,O,,241,NORTHEASTERN,Pulaski Industrial Area,"(39.3013300000, -76.5493500000)",1
06/16/2016,17:20:00,4E,2800 BAKER ST,COMMON ASSAULT,I,HANDS,813,SOUTHWESTERN,Northwest Community Action,"(39.3060400000, -76.6641800000)",1
06/16/2016,17:35:00,4D,1500 N DUKELAND ST,AGG. ASSAULT,O,HANDS,813,SOUTHWESTERN,Northwest Community Action,"(39.3047100000, -76.6637100000)",1
06/16/2016,17:40:00,4C,200 S EAST AVE,AGG. ASSAULT,I,OTHER,231,SOUTHEASTERN,Highlandtown,"(39.2896000000, -76.5716800000)",1
06/16/2016,18:00:00,5D,3200 WILKENS AVE,BURGLARY,I,,832,SOUTHWESTERN,Gwynns Falls,"(39.2745300000, -76.6704200000)",1
06/16/2016,18:00:00,6D,600 N CALVERT ST,LARCENY FROM AUTO,O,,142,CENTRAL,Mount Vernon,"(39.2969600000, -76.6128800000)",1
06/16/2016,18:00:00,5B,6400 ELRAY DR,BURGLARY,I,,632,NORTHWESTERN,Cheswolde,"(39.3707900000, -76.6916700000)",1
06/16/2016,18:00:00,7A,2700 TALBOT RD,AUTO THEFT,O,,641,NORTHWESTERN,Windsor Hills,"(39.3172800000, -76.6905800000)",1
06/16/2016,18:00:00,6E,200 N MONROE ST,LARCENY,O,,711,WESTERN,Franklin Square,"(39.2917100000, -76.6470900000)",1
06/16/2016,18:00:00,6E,100 E NORTH AVE,LARCENY,O,,141,CENTRAL,Greenmount West,"(39.3110600000, -76.6147700000)",1
06/16/2016,18:00:00,7A,4200 WOODLEA AVE,AUTO THEFT,O,,443,NORTHEASTERN,Frankford,"(39.3338700000, -76.5563000000)",1
06/16/2016,18:00:00,5A,2400 E LAFAYETTE AVE,BURGLARY,I,,331,EASTERN,Broadway East,"(39.3110700000, -76.5835800000)",1
06/16/2016,18:44:00,6E,2500 MARBOURNE AVE,LARCENY,O,,923,SOUTHERN,Lakeland,"(39.2536200000, -76.6484600000)",1
06/16/2016,18:45:00,6C,600 W 33RD ST,LARCENY,I,,531,NORTHERN,Wyman Park,"(39.3271000000, -76.6273500000)",1
06/16/2016,18:50:00,6G,800 N EUTAW ST,LARCENY,I,,143,CENTRAL,Seton Hill,"(39.3001600000, -76.6216300000)",1
06/16/2016,19:00:00,4E,2900 FALLSTAFF RD,COMMON ASSAULT,I,HANDS,632,NORTHWESTERN,Cheswolde,"(39.3704600000, -76.6861300000)",1
06/16/2016,19:00:00,6J,1200 S PONCA ST,LARCENY,I,,233,SOUTHEASTERN,Canton Industrial Area,"(39.2796400000, -76.5545300000)",1
06/16/2016,19:20:00,4E,ST & JACK ST,COMMON ASSAULT,O,HANDS,913,SOUTHERN,Brooklyn,"(39.2313100000, -76.5995700000)",1
06/16/2016,19:30:00,6D,0 S WOLFE ST,LARCENY FROM AUTO,O,,212,SOUTHEASTERN,Washington Hill,"(39.2911800000, -76.5904600000)",1
06/16/2016,19:40:00,4C,900 N CALHOUN ST,AGG. ASSAULT,I,OTHER,743,WESTERN,Sandtown-Winchester,"(39.2990500000, -76.6401700000)",1
06/16/2016,19:47:00,5D,1300 W 36TH ST,BURGLARY,I,,531,NORTHERN,Hampden,"(39.3305200000, -76.6369200000)",1
06/16/2016,20:00:00,3K,4900 GUNTHER AVE,ROBBERY - RESIDENCE,I,,443,NORTHEASTERN,Frankford,"(39.3268400000, -76.5497900000)",1
06/16/2016,20:27:00,3AF,2500 SOUTHDENE AVE,ROBBERY - STREET,O,FIREARM,923,SOUTHERN,Lakeland,"(39.2544000000, -76.6484800000)",1
06/16/2016,20:30:00,6D,3000 E MADISON ST,LARCENY FROM AUTO,O,,323,EASTERN,Madison-Eastend,"(39.3002100000, -76.5749100000)",1
06/16/2016,20:30:00,7A,2300 JAMES ST,AUTO THEFT,O,,831,SOUTHWESTERN,Morrell Park,"(39.2696500000, -76.6507400000)",1
06/16/2016,20:40:00,3CK,200 N CHARLES ST,ROBBERY - COMMERCIAL,I,KNIFE,111,CENTRAL,Downtown,"(39.2918100000, -76.6153200000)",1
06/16/2016,21:00:00,6D,0 S WOLFE ST,LARCENY FROM AUTO,O,,212,SOUTHEASTERN,Washington Hill,"(39.2911800000, -76.5904600000)",1
06/16/2016,21:00:00,3GK,2200 N FULTON AVE,ROBBERY - COMMERCIAL,I,KNIFE,732,WESTERN,Parkview/Woodbrook,"(39.3141800000, -76.6453000000)",1
06/16/2016,21:00:00,6D,2900 FENDALL RD,LARCENY FROM AUTO,O,,622,NORTHWESTERN,Howard Park,"(39.3260600000, -76.7056300000)",1
06/16/2016,21:10:00,4F,2600 WILKENS AVE,ASSAULT BY THREAT,I,,841,SOUTHWESTERN,Millhill,"(39.2784200000, -76.6577700000)",1
06/16/2016,21:15:00,3B,BALTIMORE ST,ROBBERY - STREET,O,,111,CENTRAL,Downtown,"(39.2894900000, -76.6153200000)",1
06/16/2016,21:20:00,4E,ST & S SCHROEDER ST,COMMON ASSAULT,O,HANDS,931,SOUTHERN,Hollins Market,"(39.2872600000, -76.6336900000)",1
06/16/2016,21:20:00,4E,700 EASTERN AVE,COMMON ASSAULT,O,HANDS,112,CENTRAL,Inner Harbor,"(39.2850700000, -76.6044700000)",1
06/16/2016,21:20:00,4E,3600 E LOMBARD ST,COMMON ASSAULT,I,HANDS,223,SOUTHEASTERN,Baltimore Highlands,"(39.2914300000, -76.5673100000)",1
06/16/2016,21:30:00,4E,1300 PONTIAC AVE,COMMON ASSAULT,I,HANDS,911,SOUTHERN,Curtis Bay,"(39.2318900000, -76.5925200000)",1
06/15/2016,16:10:00,6J,2400 CHRISTIAN ST,LARCENY,I,,841,SOUTHWESTERN,Millhill,"(39.2801700000, -76.6544900000)",1
06/15/2016,16:20:00,4B,3000 MALLVIEW RD,AGG. ASSAULT,O,KNIFE,923,SOUTHERN,Lakeland,"(39.2516300000, -76.6421700000)",1
06/15/2016,16:30:00,8AO,5400 JONQUIL AVE,ARSON,I,,633,NORTHWESTERN,Arlington,"(39.3491600000, -76.6855100000)",1
06/15/2016,17:00:00,5A,2700 OVERLAND AVE,BURGLARY,I,,421,NORTHEASTERN,Lauraville,"(39.3436000000, -76.5779000000)",1
06/15/2016,17:00:00,6E,4300 MARBLE HALL RD,LARCENY,O,,413,NORTHEASTERN,New Northwood,"(39.3425600000, -76.5927200000)",1
06/15/2016,17:00:00,7A,200 S BOND ST,AUTO THEFT,O,,211,SOUTHEASTERN,Perkins Homes,"(39.2889100000, -76.5956300000)",1
06/15/2016,17:00:00,6G,1000 W BALTIMORE ST,LARCENY,O,,712,WESTERN,Poppleton,"(39.2887600000, -76.6342400000)",1
06/15/2016,17:00:00,6E,4300 WAKEFIELD RD,LARCENY,O,,641,NORTHWESTERN,West Forest Park,"(39.3216900000, -76.6897000000)",1
06/15/2016,17:15:00,7A,500 N KENWOOD AVE,AUTO THEFT,,,221,SOUTHEASTERN,McElderry Park,"(39.2970900000, -76.5779000000)",1
06/15/2016,17:15:00,6J,0 E FAYETTE ST,LARCENY,I,,111,CENTRAL,Downtown,"(39.2903900000, -76.6151500000)",1
06/15/2016,17:15:00,4E,600 S CHAPELGATE LN,COMMON ASSAULT,I,HANDS,833,SOUTHWESTERN,Beechfield,"(39.2772500000, -76.7001900000)",1
06/15/2016,17:30:00,7A,5900 MORAVIA RD,AUTO THEFT,O,,443,NORTHEASTERN,Frankford,"(39.3170200000, -76.5452000000)",1
06/15/2016,17:40:00,4E,3600 E FAYETTE ST,COMMON ASSAULT,O,HANDS,223,SOUTHEASTERN,Baltimore Highlands,"(39.2950000000, -76.5675300000)",1
06/15/2016,17:40:00,6D,6500 EASTERN AVE,LARCENY FROM AUTO,O,,241,SOUTHEASTERN,Pulaski Industrial Area,"(39.2879000000, -76.5362700000)",1
06/15/2016,17:40:00,3AF,6800 HAMLET AVE,ROBBERY - STREET,O,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3671400000, -76.5588400000)",1
06/15/2016,17:41:00,4C,0 CUSTOM HOUSE AV,AGG. ASSAULT,O,OTHER,111,CENTRAL,Downtown,"(39.2896600000, -76.6098100000)",1
06/15/2016,17:45:00,6C,2600 WILKENS AVE,LARCENY,I,,841,SOUTHWESTERN,Millhill,"(39.2783100000, -76.6581200000)",1
06/15/2016,18:00:00,4E,1600 CHERRY ST,COMMON ASSAULT,I,HANDS,911,SOUTHERN,Curtis Bay,"(39.2222800000, -76.5872600000)",1
06/15/2016,00:00:00,5A,2200 CALLOW AVE,BURGLARY,I,,133,CENTRAL,Reservoir Hill,"(39.3129200000, -76.6314000000)",1
06/15/2016,00:00:00,7A,600 LINNARD ST,AUTO THEFT,O,,844,SOUTHWESTERN,Edgewood,"(39.2945400000, -76.6764600000)",1
06/15/2016,00:00:00,5A,100 S DURHAM ST,BURGLARY,I,,212,SOUTHEASTERN,Upper Fells Point,"(39.2900300000, -76.5910400000)",1
06/15/2016,00:00:00,6J,200 S BROADWAY,LARCENY,O,,213,SOUTHEASTERN,Fells Point,"(39.2887000000, -76.5937100000)",1
06/15/2016,00:00:00,6J,200 S FULTON AVE,LARCENY,O,,934,SOUTHERN,Carrollton Ridge,"(39.2851700000, -76.6450600000)",1
06/15/2016,00:04:00,4A,5100 REISTERSTOWN RD,AGG. ASSAULT,I,FIREARM,613,NORTHWESTERN,Langston Hughes,"(39.3424100000, -76.6827200000)",1
06/15/2016,00:15:00,4E,0 N POPPLETON ST,COMMON ASSAULT,I,HANDS,712,WESTERN,Poppleton,"(39.2895300000, -76.6322200000)",1
06/15/2016,00:40:00,4E,900 SEAGULL AVE,COMMON ASSAULT,O,HANDS,922,SOUTHERN,Cherry Hill,"(39.2437900000, -76.6222600000)",1
06/15/2016,00:40:00,3B,900 SEAGULL AVE,ROBBERY - STREET,O,,922,SOUTHERN,Cherry Hill,"(39.2437900000, -76.6222600000)",1
06/15/2016,0004,9S,4100 W GARRISON AV,SHOOTING,Inside,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3420900000, -76.6823700000)",1
06/15/2016,01:00:00,6D,5800 JONQUIL AVE,LARCENY FROM AUTO,O,,632,NORTHWESTERN,Glen,"(39.3532600000, -76.6896800000)",1
06/15/2016,01:01:00,5A,200 S WICKHAM RD,BURGLARY,I,,822,SOUTHWESTERN,Tremont,"(39.2819700000, -76.6956900000)",1
06/15/2016,01:40:00,5D,2000 HARFORD RD,BURGLARY,I,,342,EASTERN,East Baltimore Midway,"(39.3135100000, -76.5987200000)",1
06/15/2016,02:00:00,4A,1900 MCHENRY ST,AGG. ASSAULT,I,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.2841700000, -76.6476700000)",1
06/15/2016,02:00:00,6D,5600 O''DONNELL ST,LARCENY FROM AUTO,I,,233,SOUTHEASTERN,Medford,"(39.2812200000, -76.5481900000)",1
06/15/2016,03:21:00,4C,4100 W BELVEDERE AVE,AGG. ASSAULT,O,OTHER,623,NORTHWESTERN,Woodmere,"(39.3428700000, -76.6836100000)",1
06/15/2016,03:30:00,4E,4900 EASTERN AV,COMMON ASSAULT,I,HANDS,242,SOUTHEASTERN,Greektown,"(39.2870600000, -76.5542200000)",1
06/15/2016,03:35:00,4C,100 W OSTEND ST,AGG. ASSAULT,I,OTHER,943,SOUTHERN,South Baltimore,"(39.2746200000, -76.6169100000)",1
06/15/2016,03:45:00,6E,3700 WOODBINE AVE,LARCENY,O,,622,NORTHWESTERN,Howard Park,"(39.3338100000, -76.6960600000)",1
06/15/2016,04:30:00,6D,5500 ELDERON AVE,LARCENY FROM AUTO,O,,623,NORTHWESTERN,Grove Park,"(39.3417800000, -76.6966000000)",1
06/15/2016,04:50:00,4E,5400 PERRING PKWY,COMMON ASSAULT,O,HANDS,415,NORTHEASTERN,Loch Raven,"(39.3551600000, -76.5754600000)",1
06/15/2016,05:00:00,5A,3500 DUDLEY AVE,BURGLARY,I,,432,NORTHEASTERN,Belair-Edison,"(39.3213300000, -76.5621800000)",1
06/15/2016,05:00:00,6G,2800 BRENDAN AVE,LARCENY,I,,432,NORTHEASTERN,Belair-Edison,"(39.3245300000, -76.5732000000)",1
06/15/2016,05:30:00,5A,3600 BOWERS AVE,BURGLARY,I,,623,NORTHWESTERN,Grove Park,"(39.3362700000, -76.7060700000)",1
06/15/2016,05:34:00,6J,1300 PENTWOOD RD,LARCENY,O,,413,NORTHEASTERN,New Northwood,"(39.3483600000, -76.5953400000)",1
06/15/2016,06:40:00,6D,1700 E LANVALE ST,LARCENY FROM AUTO,O,,331,EASTERN,Broadway East,"(39.3096700000, -76.5938000000)",1
06/15/2016,06:43:00,7A,4900 PEMBRIDGE AVE,AUTO THEFT,I,,614,NORTHWESTERN,Central Park Heights,"(39.3491200000, -76.6692900000)",1
06/15/2016,07:02:00,3H,100 W LEXINGTON ST,ROBBERY - COMMERCIAL,I,,111,CENTRAL,Downtown,"(39.2916400000, -76.6172900000)",1
06/15/2016,07:30:00,7A,3700 ELDORADO AVE,AUTO THEFT,O,,621,NORTHWESTERN,Dorchester,"(39.3318400000, -76.6904000000)",1
06/15/2016,07:45:00,4E,5500 Bowleys Ln,COMMON ASSAULT,I,HANDS,443,NORTHEASTERN,Frankford,"(39.3189200000, -76.5516200000)",1
06/15/2016,07:53:00,6G,0 LIGHT ST,LARCENY,I,,111,CENTRAL,Downtown,"(39.2880000000, -76.6136900000)",1
06/15/2016,07:57:00,3AJF,6000 YORK RD,ROBBERY - CARJACKING,O,FIREARM,522,NORTHERN,Lake Evesham,"(39.3652600000, -76.6099500000)",1
06/15/2016,08:00:00,6E,400 DREW ST,LARCENY,O,,241,SOUTHEASTERN,Bayview,"(39.2883800000, -76.5437800000)",1
06/15/2016,08:00:00,5A,2400 SEABURY RD,BURGLARY,I,,922,SOUTHERN,Cherry Hill,"(39.2530600000, -76.6232600000)",1
06/15/2016,08:00:00,5C,2700 HARLEM AVE,BURGLARY,I,,721,WESTERN,Mosher,"(39.2955300000, -76.6620200000)",1
06/15/2016,08:00:00,6J,400 FREEMAN ST,LARCENY,O,,913,SOUTHERN,Brooklyn,"(39.2375500000, -76.6041800000)",1
06/15/2016,08:15:00,6E,2200 PARK AVE,LARCENY,O,,133,CENTRAL,Reservoir Hill,"(39.3150600000, -76.6303500000)",1
06/15/2016,08:20:00,3B,1400 RIVERSIDE AVE,ROBBERY - STREET,O,,943,SOUTHERN,Riverside,"(39.2741800000, -76.6085900000)",1
06/15/2016,08:30:00,4E,400 ANNABEL AVE,COMMON ASSAULT,I,HANDS,913,SOUTHERN,Brooklyn,"(39.2380200000, -76.6039500000)",1
06/15/2016,08:30:00,4C,900 N STRICKER ST,AGG. ASSAULT,I,OTHER,743,WESTERN,Sandtown-Winchester,"(39.2993000000, -76.6415200000)",1
06/15/2016,09:20:00,6C,5200 YORK RD,LARCENY,I,,521,NORTHERN,York-Homeland,"(39.3520700000, -76.6098000000)",1
06/15/2016,09:30:00,5A,1900 E OLIVER ST,BURGLARY,I,,331,EASTERN,Broadway East,"(39.3076700000, -76.5907600000)",1
06/15/2016,10:00:00,6E,4900 REISTERSTOWN RD,LARCENY,O,,613,NORTHWESTERN,Lucille Park,"(39.3421700000, -76.6780000000)",1
06/15/2016,10:00:00,7A,5500 VALIQUET AVE,AUTO THEFT,O,,444,NORTHEASTERN,Frankford,"(39.3385600000, -76.5313500000)",1
06/15/2016,10:00:00,3AJF,3900 CHATHAM RD,ROBBERY - CARJACKING,O,FIREARM,621,NORTHWESTERN,Dorchester,"(39.3304200000, -76.6834300000)",1
06/15/2016,10:01:00,6G,2400 GAINSBOROUGH CT,LARCENY,I,,423,NORTHEASTERN,Hamilton Hills,"(39.3701000000, -76.5620100000)",1
06/15/2016,10:35:00,3B,1400 DUNDALK AVE,ROBBERY - STREET,O,,243,SOUTHEASTERN,Broening Manor,"(39.2766600000, -76.5331500000)",1
06/15/2016,10:41:00,8EO,700 E MONUMENT ST,ARSON,I,,312,EASTERN,Oldtown,"(39.2979200000, -76.6062400000)",1
06/15/2016,11:00:00,6D,400 N EUTAW ST,LARCENY FROM AUTO,O,,111,CENTRAL,Downtown,"(39.2939400000, -76.6212400000)",1
06/15/2016,11:02:00,5F,5400 YORK RD,BURGLARY,I,,523,NORTHERN,Homeland,"(39.3558800000, -76.6099300000)",1
06/15/2016,11:06:00,6C,1500 62ND ST,LARCENY,I,,441,NORTHEASTERN,Pulaski Industrial Area,"(39.3110400000, -76.5310300000)",1
06/15/2016,11:15:00,6G,1400 KEY HWY,LARCENY,I,,943,SOUTHERN,Riverside,"(39.2715400000, -76.5989600000)",1
06/15/2016,11:30:00,4E,5400 YORK RD,COMMON ASSAULT,O,HANDS,523,NORTHERN,Homeland,"(39.3556500000, -76.6099200000)",1
06/15/2016,12:00:00,6E,5600 SEFTON AVE,LARCENY,I,,425,NORTHEASTERN,Glenham-Belhar,"(39.3505300000, -76.5554600000)",1
06/15/2016,12:00:00,7A,500 SAINT PAUL PL,AUTO THEFT,O,,142,CENTRAL,Mount Vernon,"(39.2951900000, -76.6143400000)",1
06/15/2016,12:30:00,6J,1400 MASON ST,LARCENY,I,,132,CENTRAL,Bolton Hill,"(39.3059200000, -76.6257700000)",1
06/15/2016,12:41:00,6J,3400 CLIFTON AVE,LARCENY,I,,812,SOUTHWESTERN,Mount Holly,"(39.3108900000, -76.6756600000)",1
06/15/2016,13:00:00,7A,1700 WAVERLY WAY,AUTO THEFT,O,,415,NORTHEASTERN,Loch Raven,"(39.3658700000, -76.5808700000)",1
06/15/2016,13:10:00,4E,0 BENKERT AVE,COMMON ASSAULT,I,HANDS,842,SOUTHWESTERN,Saint Josephs,"(39.2857500000, -76.6738700000)",1
06/15/2016,13:15:00,6J,4800 HAZELWOOD AVE,LARCENY,O,,445,NORTHEASTERN,Cedmont,"(39.3419500000, -76.5325000000)",1
06/15/2016,13:18:00,4C,1300 W 36TH ST,AGG. ASSAULT,I,OTHER,531,NORTHERN,Hampden,"(39.3305200000, -76.6369200000)",1
06/15/2016,13:18:00,4C,1300 W 36TH ST,AGG. ASSAULT,I,OTHER,531,NORTHERN,Hampden,"(39.3305200000, -76.6369200000)",1
06/15/2016,13:30:00,6G,1600 WHETSTONE WAY,LARCENY,I,,943,SOUTHERN,Locust Point Industrial Area,"(39.2692600000, -76.5995200000)",1
06/15/2016,13:39:00,5B,5500 PILGRIM RD,BURGLARY,I,,423,NORTHEASTERN,Hamilton Hills,"(39.3573600000, -76.5702600000)",1
06/15/2016,14:12:00,4A,5700 CEDONIA AVE,AGG. ASSAULT,O,FIREARM,444,NORTHEASTERN,Frankford,"(39.3374600000, -76.5328600000)",1
06/15/2016,14:15:00,4C,500 S BROADWAY,AGG. ASSAULT,I,OTHER,213,SOUTHEASTERN,Fells Point,"(39.2852000000, -76.5934900000)",1
06/15/2016,14:25:00,6J,200 W BALTIMORE ST N,LARCENY,O,,111,CENTRAL,Downtown,"(39.2894200000, -76.6182600000)",1
06/15/2016,14:30:00,3B,6300 E PRATT ST,ROBBERY - STREET,O,,241,SOUTHEASTERN,Hopkins Bayview,"(39.2906100000, -76.5410000000)",1
06/15/2016,14:30:00,6G,1500 W NORTH AVE,LARCENY,I,,131,WESTERN,Druid Heights,"(39.3100700000, -76.6416300000)",1
06/15/2016,14:30:00,5A,6200 PLYMOUTH RD,BURGLARY,I,,423,NORTHEASTERN,Hamilton Hills,"(39.3624600000, -76.5710300000)",1
06/15/2016,14:40:00,6C,6700 REISTERSTOWN RD,LARCENY,I,,631,NORTHWESTERN,Reisterstown Station,"(39.3592700000, -76.7065900000)",1
06/15/2016,15:00:00,6E,5300 FRANKFORD AVE,LARCENY,O,,444,NORTHEASTERN,Frankford,"(39.3243200000, -76.5407800000)",1
06/15/2016,15:15:00,4A,2200 TUCKER LN,AGG. ASSAULT,I,FIREARM,821,SOUTHWESTERN,Wakefield,"(39.3117600000, -76.7012200000)",1
06/15/2016,15:30:00,5A,3500 WILKENS AVE,BURGLARY,I,,832,SOUTHWESTERN,Violetville,"(39.2715800000, -76.6782200000)",1
06/15/2016,15:30:00,6D,2400 PERRING MANOR RD,LARCENY FROM AUTO,I,,423,NORTHEASTERN,Hamilton Hills,"(39.3719000000, -76.5630600000)",1
06/15/2016,15:45:00,7A,6200 REISTERSTOWN RD,AUTO THEFT,I,,632,NORTHWESTERN,Glen,"(39.3538800000, -76.6990400000)",1
06/15/2016,16:00:00,6J,3100 Swann Dr,LARCENY,I,,531,NORTHERN,Druid Hill Park,"(39.3191000000, -76.6425000000)",1
06/15/2016,16:00:00,7A,0 W WEST ST,AUTO THEFT,O,,942,SOUTHERN,Federal Hill,"(39.2757500000, -76.6145000000)",1
06/15/2016,18:00:00,4F,0 W BALTIMORE ST,ASSAULT BY THREAT,O,,111,CENTRAL,Downtown,"(39.2895400000, -76.6153300000)",1
06/15/2016,18:19:00,4C,500 N FULTON AVE,AGG. ASSAULT,I,OTHER,713,WESTERN,Harlem Park,"(39.2947800000, -76.6455200000)",1
06/15/2016,18:30:00,6D,4100 PRIOR AVE,LARCENY FROM AUTO,O,,422,NORTHEASTERN,Belair-Parkside,"(39.3295600000, -76.5681200000)",1
06/15/2016,18:36:00,6C,1200 S PONCA ST,LARCENY,I,,233,SOUTHEASTERN,Canton Industrial Area,"(39.2796400000, -76.5545300000)",1
06/15/2016,18:43:00,6A,600 N CHESTER ST,LARCENY,I,,321,EASTERN,CARE,"(39.2976800000, -76.5878600000)",1
06/15/2016,18:57:00,4E,1800 DRUID HILL AVE,COMMON ASSAULT,I,HANDS,131,CENTRAL,Druid Heights,"(39.3061000000, -76.6336900000)",1
06/15/2016,19:00:00,4F,100 S BROADWAY,ASSAULT BY THREAT,O,,212,SOUTHEASTERN,Washington Hill,"(39.2902100000, -76.5937400000)",1
06/15/2016,19:00:00,3AO,400 N ELLWOOD AVE,ROBBERY - STREET,O,OTHER,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2963400000, -76.5736500000)",1
06/15/2016,19:00:00,5A,100 ROCHESTER PL,BURGLARY,I,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2909400000, -76.5739900000)",1
06/15/2016,19:00:00,7A,100 ROCHESTER PL,AUTO THEFT,I,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2909400000, -76.5739900000)",1
06/15/2016,19:00:00,6B,500 E PATAPSCO AVE,LARCENY,O,,913,SOUTHERN,Brooklyn,"(39.2366000000, -76.6031500000)",1
06/15/2016,19:08:00,6C,6600 HARFORD RD,LARCENY,I,,424,NORTHEASTERN,Westfield,"(39.3627900000, -76.5524400000)",1
06/15/2016,19:15:00,4E,3200 GREENMOUNT AVE,COMMON ASSAULT,I,HANDS,513,NORTHERN,Abell,"(39.3275400000, -76.6094600000)",1
06/15/2016,19:15:00,6D,6200 EASTERN AVE,LARCENY FROM AUTO,O,,242,SOUTHEASTERN,Pulaski Industrial Area,"(39.2875200000, -76.5421300000)",1
