CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Location 1,Total Incidents
11/12/2016,02:35:00,3B,300 SAINT PAUL PL,ROBBERY - STREET,O,,111,CENTRAL,Downtown,"(39.2924100000, -76.6140800000)",1
11/12/2016,02:56:00,3CF,800 S BROADWAY,ROBBERY - COMMERCIAL,I,FIREARM,213,SOUTHEASTERN,Fells Point,"(39.2824200000, -76.5928800000)",1
11/12/2016,03:00:00,6D,1500 PENTWOOD RD,LARCENY FROM AUTO,O,,413,NORTHEASTERN,Stonewood-Pentwood-Winston,"(39.3480500000, -76.5883400000)",1
11/12/2016,03:00:00,6D,6600 MILTON LN,LARCENY FROM AUTO,O,,424,NORTHEASTERN,Westfield,"(39.3626300000, -76.5516100000)",1
11/12/2016,03:00:00,6E,300 W BALTIMORE ST,LARCENY,O,,111,CENTRAL,Downtown,"(39.2893800000, -76.6197100000)",1
11/12/2016,03:00:00,4E,6900 MCCLEAN BLVD,COMMON ASSAULT,I,HANDS,423,NORTHEASTERN,Hamilton Hills,"(39.3707000000, -76.5670900000)",1
11/12/2016,03:45:00,3CO,1700 W LOMBARD ST,ROBBERY - COMMERCIAL,O,OTHER,933,SOUTHERN,Union Square,"(39.2862400000, -76.6445500000)",1
11/12/2016,04:27:00,6D,0 N CONKLING ST,LARCENY FROM AUTO,O,,223,SOUTHEASTERN,Baltimore Highlands,"(39.2959100000, -76.5677700000)",1
11/12/2016,05:00:00,3BJ,5200 MAYVIEW AVE,ROBBERY - CARJACKING,O,,443,NORTHEASTERN,Frankford,"(39.3317700000, -76.5487300000)",1
11/12/2016,08:00:00,4E,1200 LAURENS ST,COMMON ASSAULT,I,HANDS,743,WESTERN,Sandtown-Winchester,"(39.3034000000, -76.6384200000)",1
11/12/2016,09:00:00,6D,700 POPLAR GROVE ST,LARCENY FROM AUTO,O,,814,SOUTHWESTERN,Franklintown Road,"(39.2966200000, -76.6650800000)",1
11/12/2016,09:40:00,4E,1600 N HILTON ST,COMMON ASSAULT,I,HANDS,813,SOUTHWESTERN,Rosemont,"(39.3058700000, -76.6721600000)",1
11/12/2016,09:40:00,4E,300 E MADISON ST,COMMON ASSAULT,I,HANDS,312,EASTERN,Penn-Fallsway,"(39.2988300000, -76.6104200000)",1
11/12/2016,09:45:00,6D,2700 DILLON ST,LARCENY FROM AUTO,O,,232,SOUTHEASTERN,Canton,"(39.2811100000, -76.5782400000)",1
11/12/2016,11:00:00,4E,5400 FORCE RD,COMMON ASSAULT,I,HANDS,444,NORTHEASTERN,Frankford,"(39.3212000000, -76.5390600000)",1
11/12/2016,11:00:00,5A,0 S CARROLLTON AVE,BURGLARY,I,,931,SOUTHERN,Hollins Market,"(39.2879600000, -76.6367200000)",1
11/12/2016,11:05:00,3B,300 E BIDDLE ST,ROBBERY - STREET,O,,311,EASTERN,Mid-Town Belvedere,"(39.3036400000, -76.6117200000)",1
11/12/2016,11:30:00,4B,2000 W BALTIMORE ST,AGG. ASSAULT,O,KNIFE,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2881000000, -76.6488800000)",1
11/12/2016,00:00:00,7A,0 N WOODINGTON RD,AUTO THEFT,O,,843,SOUTHWESTERN,Irvington,"(39.2866000000, -76.6868100000)",1
11/12/2016,00:30:00,3AF,AV & PENNSYLVANIA AV,ROBBERY - STREET,O,FIREARM,733,WESTERN,Penn North,"(39.3124900000, -76.6453900000)",1
11/12/2016,00:30:00,3AF,AV & PENNSYLVANIA AV,ROBBERY - STREET,O,FIREARM,733,WESTERN,Penn North,"(39.3124900000, -76.6453900000)",1
11/12/2016,00:30:00,6G,3800 S HANOVER ST,LARCENY,I,,913,SOUTHERN,Brooklyn,"(39.2361600000, -76.6107700000)",1
11/12/2016,01:01:00,4F,2800 BEECHLAND AVE,ASSAULT BY THREAT,I,,423,NORTHEASTERN,Hamilton Hills,"(39.3590800000, -76.5612000000)",1
11/12/2016,01:15:00,4C,800 N LUZERNE AVE,AGG. ASSAULT,O,OTHER,323,EASTERN,Milton-Montford,"(39.3003800000, -76.5810100000)",1
11/12/2016,01:26:00,4B,900 N MONTFORD AVE,AGG. ASSAULT,O,KNIFE,323,EASTERN,Milton-Montford,"(39.3012800000, -76.5838500000)",1
11/12/2016,01:30:00,6D,1200 KITMORE RD,LARCENY FROM AUTO,O,,413,NORTHEASTERN,New Northwood,"(39.3502500000, -76.5983900000)",1
11/12/2016,01:30:00,5A,2700 HUNTINGDON AVE,BURGLARY,I,,511,NORTHERN,Remington,"(39.3200000000, -76.6222400000)",1
11/12/2016,12:00:00,4E,5800 BELAIR RD,COMMON ASSAULT,O,HANDS,425,NORTHEASTERN,Glenham-Belhar,"(39.3451300000, -76.5416400000)",1
11/12/2016,12:05:00,4E,4300 PULASKI HWY,COMMON ASSAULT,O,HANDS,333,EASTERN,Orangeville,"(39.2976500000, -76.5609900000)",1
11/12/2016,12:25:00,6D,4300 PARKTON ST,LARCENY FROM AUTO,O,,833,SOUTHWESTERN,Yale Heights,"(39.2776900000, -76.6864900000)",1
11/12/2016,12:30:00,6B,200 W LAFAYETTE AVE,LARCENY,O,,132,CENTRAL,Bolton Hill,"(39.3068400000, -76.6241200000)",1
11/12/2016,12:55:00,6D,CONKLING ST & PULASKI HY,LARCENY FROM AUTO,O,,333,SOUTHEASTERN,Baltimore Highlands,"(39.2962800000, -76.5677900000)",1
11/12/2016,13:00:00,5A,2500 FRANCIS ST,BURGLARY,I,,733,WESTERN,Penn North,"(39.3133100000, -76.6426300000)",1
11/12/2016,13:05:00,3AF,500 LAURENS ST,ROBBERY - STREET,O,FIREARM,131,CENTRAL,Druid Heights,"(39.3058800000, -76.6335300000)",1
11/12/2016,13:15:00,4E,5400 MAYVIEW AVE,COMMON ASSAULT,I,HANDS,444,NORTHEASTERN,Frankford,"(39.3331000000, -76.5457800000)",1
11/12/2016,13:30:00,6C,1300 SMITH AVE,LARCENY,I,,533,NORTHERN,Sabina-Mattfeldt,"(39.3678900000, -76.6493800000)",1
11/12/2016,14:00:00,3AF,1100 N MACON ST,ROBBERY - STREET,O,FIREARM,333,EASTERN,Orangeville,"(39.3047900000, -76.5591900000)",1
11/12/2016,14:00:00,6G,1600 PENNSYLVANIA AVE,LARCENY,I,,123,CENTRAL,Upton,"(39.3034400000, -76.6345800000)",1
11/12/2016,14:12:00,4D,2500 N CHARLES ST,AGG. ASSAULT,I,HANDS,512,NORTHERN,Charles Village,"(39.3181900000, -76.6170600000)",1
11/12/2016,14:15:00,3D,4600 LIBERTY HEIGHTS AVE,ROBBERY - COMMERCIAL,I,,622,NORTHWESTERN,Howard Park,"(39.3309600000, -76.6944700000)",1
11/12/2016,14:30:00,5A,2100 CORBIN RD,BURGLARY,I,,423,NORTHEASTERN,Hamilton Hills,"(39.3603900000, -76.5714200000)",1
11/12/2016,14:30:00,6G,FULTON AV & W PRATT ST,LARCENY,I,,935,SOUTHERN,New Southwest/Mount Clare,"(39.2852400000, -76.6450300000)",1
11/12/2016,14:40:00,4B,5600 LOCH RAVEN BLVD,AGG. ASSAULT,O,KNIFE,415,NORTHEASTERN,Loch Raven,"(39.3595200000, -76.5885600000)",1
11/12/2016,15:00:00,5B,1300 CEDARCROFT RD,BURGLARY,I,,414,NORTHEASTERN,Idlewood,"(39.3691400000, -76.5882000000)",1
11/12/2016,15:00:00,5A,4500 PIMLICO RD,BURGLARY,I,,532,NORTHWESTERN,Parklane,"(39.3430900000, -76.6671600000)",1
11/12/2016,15:00:00,6C,5400 HARFORD RD,LARCENY,I,,426,NORTHEASTERN,Waltherson,"(39.3513100000, -76.5622600000)",1
11/12/2016,15:45:00,3B,EUTAW ST & W FRANKLIN ST,ROBBERY - STREET,O,,111,CENTRAL,Mount Vernon,"(39.2948900000, -76.6212700000)",1
11/12/2016,17:00:00,6D,900 DRUID HILL AVE,LARCENY FROM AUTO,O,,121,CENTRAL,Heritage Crossing,"(39.2985800000, -76.6243700000)",1
11/12/2016,17:00:00,4E,1300 CARROLL ST,COMMON ASSAULT,I,HANDS,932,SOUTHERN,Washington Village/Pigtown,"(39.2790500000, -76.6352300000)",1
11/12/2016,18:00:00,6D,2200 MARYLAND AVE,LARCENY FROM AUTO,O,,514,NORTHERN,Old Goucher,"(39.3143500000, -76.6181000000)",1
11/12/2016,18:00:00,6J,400 E PRATT ST,LARCENY,O,,112,CENTRAL,Inner Harbor,"(39.2866800000, -76.6098000000)",1
11/12/2016,18:00:00,3AK,2000 W BALTIMORE ST,ROBBERY - STREET,O,KNIFE,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2881000000, -76.6488800000)",1
11/12/2016,18:40:00,4E,3500 DUDLEY AVE,COMMON ASSAULT,I,HANDS,432,NORTHEASTERN,Belair-Edison,"(39.3217800000, -76.5627800000)",1
11/12/2016,18:53:00,3AF,0 S POTOMAC ST,ROBBERY - STREET,O,FIREARM,232,SOUTHEASTERN,Canton,"(39.2814100000, -76.5740700000)",1
11/12/2016,19:00:00,3B,6300 PARK HEIGHTS AVE,ROBBERY - STREET,O,,632,NORTHWESTERN,Cross Country,"(39.3590900000, -76.6946700000)",1
11/12/2016,19:00:00,4C,1500 MCCULLOH ST,AGG. ASSAULT,O,OTHER,123,CENTRAL,Upton,"(39.3042300000, -76.6299200000)",1
11/12/2016,19:13:00,4E,800 BETHUNE RD,COMMON ASSAULT,O,HANDS,922,SOUTHERN,Cherry Hill,"(39.2457000000, -76.6227600000)",1
11/12/2016,19:19:00,6D,200 E 25TH ST,LARCENY FROM AUTO,O,,514,NORTHERN,Barclay,"(39.3179400000, -76.6138000000)",1
11/12/2016,19:20:00,3AK,6200 PARK HEIGHTS AVE,ROBBERY - STREET,O,KNIFE,632,NORTHWESTERN,Glen,"(39.3586000000, -76.6938600000)",1
11/12/2016,19:50:00,3AF,500 N ROBINSON ST,ROBBERY - STREET,O,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2973500000, -76.5730200000)",1
11/12/2016,20:45:00,4E,1600 PENNSYLVANIA AVE,COMMON ASSAULT,I,HANDS,123,CENTRAL,Upton,"(39.3029400000, -76.6338600000)",1
11/12/2016,21:00:00,6D,3700 BONVIEW AVE,LARCENY FROM AUTO,O,,432,NORTHEASTERN,Belair-Edison,"(39.3148400000, -76.5645700000)",1
11/12/2016,21:40:00,4B,1500 PRESSER CT,AGG. ASSAULT,I,KNIFE,742,WESTERN,Sandtown-Winchester,"(39.3054800000, -76.6436200000)",1
11/12/2016,22:35:00,4E,3500 PELHAM AVE,COMMON ASSAULT,I,HANDS,432,NORTHEASTERN,Belair-Edison,"(39.3207400000, -76.5652200000)",1
11/12/2016,22:40:00,7A,LN & LINDEN AV,AUTO THEFT,O,,133,CENTRAL,Reservoir Hill,"(39.3159900000, -76.6361600000)",1
11/12/2016,22:47:00,4E,3300 BRENDAN AVE,COMMON ASSAULT,I,HANDS,432,NORTHEASTERN,Belair-Edison,"(39.3214000000, -76.5685600000)",1
11/12/2016,23:30:00,6D,5000 CORDELIA AVE,LARCENY FROM AUTO,O,,613,NORTHWESTERN,Langston Hughes,"(39.3441500000, -76.6798000000)",1
11/12/2016,23:40:00,4E,3200 AILSA AVE,COMMON ASSAULT,I,HANDS,426,NORTHEASTERN,Waltherson,"(39.3455300000, -76.5636700000)",1
11/12/2016,23:54:00,3AO,2500 QUEEN ANNE RD,ROBBERY - STREET,O,OTHER,641,NORTHWESTERN,Windsor Hills,"(39.3154500000, -76.6873500000)",1
11/11/2016,00:10:00,6J,700 CATOR AVE,LARCENY,I,,542,NORTHERN,Pen Lucy,"(39.3390900000, -76.6055100000)",1
11/11/2016,00:25:00,3AJK,2400 MARBOURNE AVE,ROBBERY - CARJACKING,O,KNIFE,923,SOUTHERN,Lakeland,"(39.2543000000, -76.6516000000)",1
11/11/2016,01:00:00,4E,4400 MARBLE HALL RD,COMMON ASSAULT,I,HANDS,413,NORTHEASTERN,Original Northwood,"(39.3430600000, -76.5947900000)",1
11/11/2016,01:00:00,6D,BL & INVERNESS AV,LARCENY FROM AUTO,O,,831,SOUTHWESTERN,Morrell Park,"(39.2610900000, -76.6586900000)",1
11/11/2016,01:00:00,6E,1300 N STOCKTON ST,LARCENY,O,,743,WESTERN,Sandtown-Winchester,"(39.3044500000, -76.6383300000)",1
11/11/2016,01:01:00,4F,300 W PRATT ST,ASSAULT BY THREAT,O,,113,CENTRAL,Downtown West,"(39.2863400000, -76.6194600000)",1
11/11/2016,02:08:00,5D,6400 PULASKI HWY,BURGLARY,I,,241,NORTHEASTERN,Pulaski Industrial Area,"(39.3039200000, -76.5407400000)",1
11/11/2016,02:08:00,5D,6400 PULASKI HWY,BURGLARY,I,,241,NORTHEASTERN,Pulaski Industrial Area,"(39.3039200000, -76.5407400000)",1
11/11/2016,02:41:00,5A,1200 INNER CIR,BURGLARY,I,,911,SOUTHERN,Curtis Bay,"(39.2288200000, -76.5928700000)",1
11/11/2016,02:59:00,4E,1400 EDMONDSON AVE,COMMON ASSAULT,I,HANDS,713,WESTERN,Harlem Park,"(39.2953600000, -76.6401200000)",1
11/11/2016,03:00:00,6F,2500 FAIT AVE,LARCENY,O,,232,SOUTHEASTERN,Canton,"(39.2830700000, -76.5803700000)",1
11/11/2016,03:00:00,4B,600 N KRESSON ST,AGG. ASSAULT,O,KNIFE,333,EASTERN,Orangeville,"(39.2991000000, -76.5603300000)",1
11/11/2016,05:23:00,6G,2500 WILKENS AVE,LARCENY,I,,841,SOUTHWESTERN,Millhill,"(39.2793700000, -76.6549400000)",1
11/11/2016,06:00:00,5A,0 S ABINGTON AVE,BURGLARY,I,,842,SOUTHWESTERN,Carroll-South Hilton,"(39.2855600000, -76.6710700000)",1
11/11/2016,06:10:00,4E,1100 SAINT PAUL ST,COMMON ASSAULT,O,HANDS,141,CENTRAL,Mid-Town Belvedere,"(39.3028000000, -76.6143600000)",1
11/11/2016,06:30:00,4E,1200 E LAFAYETTE AVE,COMMON ASSAULT,I,HANDS,343,EASTERN,Oliver,"(39.3103900000, -76.6023600000)",1
11/11/2016,06:49:00,6C,400 W LEXINGTON ST,LARCENY,I,,111,CENTRAL,Downtown,"(39.2913100000, -76.6101000000)",1
11/11/2016,06:50:00,4B,3600 BOWERS AVE,AGG. ASSAULT,I,KNIFE,623,NORTHWESTERN,Grove Park,"(39.3361600000, -76.7062200000)",1
11/11/2016,07:00:00,5D,3000 WOODRING AVE,BURGLARY,I,,424,NORTHEASTERN,North Harford Road,"(39.3639100000, -76.5486700000)",1
11/11/2016,07:05:00,6D,100 N CLINTON ST,LARCENY FROM AUTO,O,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2943400000, -76.5709700000)",1
11/11/2016,07:30:00,3AF,CENTRAL AV & E MADISON ST,ROBBERY - STREET,O,FIREARM,312,EASTERN,Oldtown,"(39.2992100000, -76.6001500000)",1
11/11/2016,07:30:00,5A,200 W 31ST ST,BURGLARY,I,,511,NORTHERN,Remington,"(39.3240700000, -76.6234600000)",1
11/11/2016,07:45:00,6D,2400 CYLBURN AVE,LARCENY FROM AUTO,O,,532,NORTHERN,Levindale,"(39.3508500000, -76.6611000000)",1
11/11/2016,08:00:00,6G,2400 E LAFAYETTE AVE,LARCENY,I,,331,EASTERN,Broadway East,"(39.3111000000, -76.5843600000)",1
11/11/2016,08:15:00,5A,3000 REMINGTON AVE,BURGLARY,I,,511,NORTHERN,Remington,"(39.3236500000, -76.6233900000)",1
11/11/2016,08:30:00,3AJF,100 N BENTALOU ST,ROBBERY - CARJACKING,O,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2896200000, -76.6529900000)",1
11/11/2016,08:40:00,7A,3300 DOLFIELD AVE,AUTO THEFT,O,,643,NORTHWESTERN,East Arlington,"(39.3309300000, -76.6708400000)",1
11/11/2016,09:00:00,6G,6400 PULASKI HWY,LARCENY,I,,241,NORTHEASTERN,Pulaski Industrial Area,"(39.3038500000, -76.5409500000)",1
11/11/2016,09:00:00,5A,400 S PULASKI ST,BURGLARY,I,,934,SOUTHWESTERN,Carrollton Ridge,"(39.2827000000, -76.6497300000)",1
11/11/2016,09:10:00,3B,2800 EDGECOMBE CIR N,ROBBERY - STREET,O,,532,NORTHERN,Parklane,"(39.3433600000, -76.6624200000)",1
11/11/2016,09:40:00,6C,1600 PENNSYLVANIA AVE,LARCENY,I,,123,CENTRAL,Upton,"(39.3034400000, -76.6345800000)",1
11/11/2016,09:52:00,5A,900 HERNDON CT,BURGLARY,I,,913,SOUTHERN,Brooklyn,"(39.2281200000, -76.6000500000)",1
11/11/2016,10:08:00,6G,1800 EUTAW PL,LARCENY,O,,132,CENTRAL,Bolton Hill,"(39.3081000000, -76.6309000000)",1
11/11/2016,10:10:00,6E,600 N CAROLINE ST,LARCENY,O,,321,EASTERN,Dunbar-Broadway,"(39.2973200000, -76.5975700000)",1
11/11/2016,10:15:00,5C,1000 N CALVERT ST,BURGLARY,I,,141,CENTRAL,Mid-Town Belvedere,"(39.3013800000, -76.6131100000)",1
11/11/2016,10:20:00,4B,4300 E LOMBARD ST,AGG. ASSAULT,I,KNIFE,242,SOUTHEASTERN,Kresson,"(39.2916400000, -76.5605000000)",1
11/11/2016,10:30:00,6D,6300 EASTERN AVE,LARCENY FROM AUTO,O,,242,SOUTHEASTERN,Pulaski Industrial Area,"(39.2876100000, -76.5398200000)",1
11/11/2016,10:45:00,6G,2200 FLEET ST,LARCENY,I,,232,SOUTHEASTERN,Canton,"(39.2849200000, -76.5852200000)",1
11/11/2016,11:20:00,6J,29TH ST & N CHARLES ST,LARCENY,O,,512,NORTHERN,Charles Village,"(39.3232000000, -76.6171700000)",1
11/11/2016,11:22:00,4A,800 W LEXINGTON ST,AGG. ASSAULT,O,FIREARM,712,WESTERN,Poppleton,"(39.2911200000, -76.6307200000)",1
11/11/2016,11:22:00,4A,800 W LEXINGTON ST,AGG. ASSAULT,O,FIREARM,712,WESTERN,Poppleton,"(39.2911200000, -76.6307200000)",1
11/11/2016,11:45:00,4D,300 N GAY ST,AGG. ASSAULT,O,HANDS,312,EASTERN,Penn-Fallsway,"(39.2932000000, -76.6081700000)",1
11/11/2016,11:46:00,4C,800 N LAKEWOOD AVE,AGG. ASSAULT,I,OTHER,323,EASTERN,Madison-Eastend,"(39.3002300000, -76.5795200000)",1
11/11/2016,1132,9S,800 W LEXINGTON ST,SHOOTING,Outside,FIREARM,712,WESTERN,Poppleton,"(39.2911200000, -76.6307200000)",1
11/11/2016,1132,1F,800 W LEXINGTON ST,HOMICIDE,Outside,FIREARM,712,WESTERN,Poppleton,"(39.2911200000, -76.6307200000)",1
11/11/2016,1132,9S,800 W LEXINGTON ST,SHOOTING,Outside,FIREARM,712,WESTERN,Poppleton,"(39.2911200000, -76.6307200000)",1
11/11/2016,12:00:00,6D,2500 BOSTON ST,LARCENY FROM AUTO,O,,232,SOUTHEASTERN,Canton,"(39.2805400000, -76.5804600000)",1
11/11/2016,12:00:00,6E,1900 E LANVALE ST,LARCENY,O,,331,EASTERN,Broadway East,"(39.3097700000, -76.5913200000)",1
11/11/2016,12:20:00,3B,LAFAYETTE AV & DIVISION ST,ROBBERY - STREET,O,,123,CENTRAL,Upton,"(39.3019800000, -76.6306100000)",1
11/11/2016,12:30:00,3JF,2500 EUTAW PL,ROBBERY - RESIDENCE,I,FIREARM,133,CENTRAL,Reservoir Hill,"(39.3149700000, -76.6384300000)",1
11/11/2016,12:37:00,6C,3200 GREENMOUNT AVE,LARCENY,I,,513,NORTHERN,Abell,"(39.3280400000, -76.6094600000)",1
11/11/2016,12:50:00,7A,5800 CEDONIA AVE,AUTO THEFT,O,,445,NORTHEASTERN,Cedmont,"(39.3420800000, -76.5321900000)",1
11/11/2016,13:00:00,6D,900 N MONTFORD AVE,LARCENY FROM AUTO,O,,323,EASTERN,Milton-Montford,"(39.3010000000, -76.5839000000)",1
11/11/2016,13:20:00,3AF,1300 MORRIS RD,ROBBERY - STREET,O,FIREARM,821,SOUTHWESTERN,Gwynns Falls/Leakin Park,"(39.3036200000, -76.6737200000)",1
11/11/2016,13:30:00,5A,2600 ROSEWOOD AVE,BURGLARY,I,,614,NORTHWESTERN,Central Park Heights,"(39.3386400000, -76.6646100000)",1
11/11/2016,14:00:00,7A,400 N EDGEWOOD ST,AUTO THEFT,O,,843,SOUTHWESTERN,Allendale,"(39.2919900000, -76.6754700000)",1
11/11/2016,14:00:00,6C,1400 KEY HWY,LARCENY,I,,943,SOUTHERN,Riverside,"(39.2715400000, -76.5989600000)",1
11/11/2016,14:14:00,6C,6300 YORK RD,LARCENY,I,,522,NORTHERN,Cedarcroft,"(39.3706700000, -76.6098400000)",1
11/11/2016,14:25:00,6G,0 N CHARLES ST,LARCENY,I,,111,CENTRAL,Downtown,"(39.2895900000, -76.6151800000)",1
11/11/2016,15:00:00,4E,500 W 29TH ST,COMMON ASSAULT,I,HANDS,511,NORTHERN,Remington,"(39.3208100000, -76.6257400000)",1
11/11/2016,15:00:00,4C,700 DOLPHIN ST,AGG. ASSAULT,O,OTHER,123,CENTRAL,Upton,"(39.2979800000, -76.6317000000)",1
11/11/2016,15:30:00,3B,200 E CROSS ST,ROBBERY - STREET,O,,942,SOUTHERN,Federal Hill,"(39.2772400000, -76.6106300000)",1
11/11/2016,15:30:00,4C,AV & GRUNDY ST,AGG. ASSAULT,O,OTHER,233,SOUTHEASTERN,Highlandtown,"(39.2867600000, -76.5633500000)",1
11/11/2016,15:47:00,4E,1800 SPENCE ST,COMMON ASSAULT,O,HANDS,831,SOUTHWESTERN,Morrell Park,"(39.2687900000, -76.6510900000)",1
11/11/2016,16:00:00,4E,700 MCKEWIN AVE,COMMON ASSAULT,O,HANDS,543,NORTHERN,Waverly,"(39.3327800000, -76.6056400000)",1
11/11/2016,16:00:00,4C,4700 YORK RD,AGG. ASSAULT,O,OTHER,521,NORTHERN,Kernewood,"(39.3471200000, -76.6096600000)",1
11/11/2016,16:00:00,4C,4200 MARIBAN CT,AGG. ASSAULT,O,OTHER,913,SOUTHERN,Brooklyn,"(39.2276800000, -76.5988000000)",1
11/11/2016,16:11:00,4E,4000 EASTERN AVE,COMMON ASSAULT,I,HANDS,233,SOUTHEASTERN,Brewers Hill,"(39.2867500000, -76.5631500000)",1
11/11/2016,16:30:00,4E,500 W PRATT ST,COMMON ASSAULT,I,HANDS,941,SOUTHERN,Downtown West,"(39.2862200000, -76.6223900000)",1
11/11/2016,16:50:00,4A,1300 PONTIAC AVE,AGG. ASSAULT,O,FIREARM,911,SOUTHERN,Curtis Bay,"(39.2317800000, -76.5923500000)",1
11/11/2016,17:00:00,5A,1500 W BALTIMORE ST,BURGLARY,I,,711,WESTERN,Franklin Square,"(39.2883800000, -76.6414500000)",1
11/11/2016,17:00:00,6D,4100 W FOREST PARK AVE,LARCENY FROM AUTO,O,,621,NORTHWESTERN,Central Forest Park,"(39.3244200000, -76.6873500000)",1
11/11/2016,17:13:00,3B,1000 HOMEWOOD AVE,ROBBERY - STREET,O,,311,EASTERN,Johnston Square,"(39.3018700000, -76.6063500000)",1
11/11/2016,17:30:00,6E,2900 SAINT PAUL ST,LARCENY,O,,512,NORTHERN,Charles Village,"(39.3237400000, -76.6158000000)",1
11/11/2016,17:30:00,4E,1400 EDMONDSON AVE,COMMON ASSAULT,I,HANDS,713,WESTERN,Harlem Park,"(39.2953600000, -76.6401200000)",1
11/11/2016,17:50:00,6G,2900 ROCKROSE AVE,LARCENY,I,,612,NORTHWESTERN,Park Circle,"(39.3288600000, -76.6620200000)",1
11/11/2016,17:50:00,4E,1900 E 29TH ST,COMMON ASSAULT,O,HANDS,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3246400000, -76.5883700000)",1
11/11/2016,18:00:00,4E,1600 NORTHGATE RD,COMMON ASSAULT,I,HANDS,412,NORTHEASTERN,Hillen,"(39.3450000000, -76.5886000000)",1
11/11/2016,18:00:00,4E,3600 PARK HEIGHTS AVE,COMMON ASSAULT,I,HANDS,612,NORTHWESTERN,Park Circle,"(39.3296000000, -76.6591400000)",1
11/11/2016,18:08:00,6C,900 N CHARLES ST,LARCENY,O,,142,CENTRAL,Mount Vernon,"(39.3006300000, -76.6158900000)",1
11/11/2016,18:17:00,7A,1800 HARLEM AVE,AUTO THEFT,I,,722,WESTERN,Harlem Park,"(39.2963900000, -76.6464800000)",1
11/11/2016,18:20:00,3AF,1400 N CHESTER ST,ROBBERY - STREET,O,FIREARM,331,EASTERN,Broadway East,"(39.3067500000, -76.5883800000)",1
11/11/2016,18:30:00,4D,5600 LOCH RAVEN BLVD,AGG. ASSAULT,I,HANDS,415,NORTHEASTERN,Loch Raven,"(39.3595200000, -76.5885600000)",1
11/11/2016,18:30:00,4F,2400 E FAYETTE ST,ASSAULT BY THREAT,O,,221,SOUTHEASTERN,Patterson Place,"(39.2943900000, -76.5833200000)",1
11/11/2016,18:42:00,4B,300 E PRATT ST,AGG. ASSAULT,O,KNIFE,112,CENTRAL,Inner Harbor,"(39.2865700000, -76.6110000000)",1
11/11/2016,19:00:00,3K,100 S CLINTON ST,ROBBERY - RESIDENCE,I,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2909900000, -76.5702300000)",1
11/11/2016,19:00:00,7A,700 BEAVERBROOK RD,AUTO THEFT,O,,523,NORTHERN,Mid-Govans,"(39.3582900000, -76.6057300000)",1
11/11/2016,19:00:00,6E,6200 TRAMORE RD,LARCENY,O,,423,NORTHEASTERN,Hamilton Hills,"(39.3608600000, -76.5669200000)",1
11/11/2016,19:09:00,4C,4700 PARK HEIGHTS AVE,AGG. ASSAULT,I,OTHER,614,NORTHWESTERN,Central Park Heights,"(39.3446600000, -76.6706800000)",1
11/11/2016,19:10:00,6D,2500 KEYWORTH AVE,LARCENY FROM AUTO,O,,533,NORTHERN,Greenspring,"(39.3343800000, -76.6597900000)",1
11/11/2016,19:20:00,6G,3000 WATERVIEW AVE,LARCENY,I,,922,SOUTHERN,Cherry Hill,"(39.2570200000, -76.6290100000)",1
11/11/2016,20:00:00,6D,6800 FAIT AVE,LARCENY FROM AUTO,O,,243,SOUTHEASTERN,Graceland Park,"(39.2847600000, -76.5321900000)",1
11/11/2016,20:11:00,6D,2200 KIRK AVE,LARCENY FROM AUTO,O,,342,EASTERN,East Baltimore Midway,"(39.3147600000, -76.6055100000)",1
11/11/2016,20:50:00,4A,800 GLADE CT,AGG. ASSAULT,I,FIREARM,913,SOUTHERN,Brooklyn,"(39.2291800000, -76.6002000000)",1
11/11/2016,21:00:00,3AF,22ND ST & N CHARLES ST,ROBBERY - STREET,O,FIREARM,514,NORTHERN,Old Goucher,"(39.3142400000, -76.6167500000)",1
11/11/2016,21:05:00,4E,3000 E NORTHERN PKWY,COMMON ASSAULT,I,HANDS,424,NORTHEASTERN,North Harford Road,"(39.3629000000, -76.5503700000)",1
11/11/2016,21:10:00,6D,800 STAMFORD RD,LARCENY FROM AUTO,O,,823,SOUTHWESTERN,West Hills,"(39.2941000000, -76.7083900000)",1
11/11/2016,21:20:00,5A,7100 MCCLEAN BLVD,BURGLARY,I,,423,NORTHEASTERN,Hamilton Hills,"(39.3713800000, -76.5669700000)",1
11/11/2016,2157,1F,100 JEFFREY ST,HOMICIDE,Outside,FIREARM,913,SOUTHERN,Brooklyn,"(39.2354300000, -76.6110100000)",1
11/11/2016,22:00:00,7A,5600 BELAIR RD,AUTO THEFT,O,,426,NORTHEASTERN,Waltherson,"(39.3413100000, -76.5471100000)",1
11/11/2016,22:19:00,3B,100 S EATON ST,ROBBERY - STREET,O,,223,SOUTHEASTERN,Baltimore Highlands,"(39.2914000000, -76.5656400000)",1
